FechaInicio,NúmeroEntrevista,DISTRITO,(P0B*R1AE) - Sexo (anotar),(P0D*R1AS) - ¿Me puede decir su edad?,"P0F*R1AS) - Actualmente, ¿está viviendo en...?",(P1*M1AS) - b - En su distrito,(P1*M1AS) - c - En su barrio,(P2*M10S) - b - En su distrito,(P2*M10S) - c - En su barrio,(P3*M10S) - a - En Madrid,(P3*M10S) - b - En su distrito,(P3*M10S) - c - En su barrio,(P4*M10S) - a - Cuidado y conservación de la ciudad,(P4*M10S) - b - Movilidad y transporte público,(P4*M10S) - c - Calidad medioambiental,(P4*M10S) - d - Facilidad para encontrar un trabajo,(P4*M10S) - e - Facilidad para emprender un negocio,(P4*M10S) - f - Imagen internacional de Madrid,(P4*M10S) - g - Coste de la vida,(P4*M10S) - h - Integración social,(P4*M10S) - i - Salud y servicios sanitarios,(P4*M10S) - j - Educación y centros educativos,(P4*M10S) - k - Facilidad para encontrar una vivienda en el marco de sus posibilidades,(P4*M10S) - l - Facilidad para hacer deporte,"(P4*M10S) - m - Oferta cultural, ocio y diversión",(P4*M10S) - n - Convivencia vecinal,(P4*M10S) - o - Seguridad,(P5B*R1AE) - Anotar 2ª problema,(P6*M10S) - a - Desigualdad de oportunidades entre hombres y mujeres,(P6*M10S) - b - Desigualdad de oportunidades entre la población extranjera y autóctona,(P7*M10S) - a - Las personas mayores,(P7*M10S) - b - La infancia,(P7*M10S) - c - Las personas con discapacidad,(P7*M10S) - d - Las personas lgtbiq+,(P7*M10S) - e - Los migrantes,(7*M10S) - f - La adolescencia,(P8*M10S) - a - La recogida de basuras y contenedores,"(P8*M10S) - b - La gestión y tratamiento de residuos (reciclaje, compostaje, etc.)",(P8*M10S) - c - El control de la contaminación atmosférica,(P8*M10S) - d - El control del ruido,(P8*M10S) - e - La limpieza de las calles,(P8*M10S) - f - El alumbrado público,"(P8*M10S) - g - Las infraestructuras de la ciudad para la circulación de vehículos (calles, túneles, etc.…)",(P8*M10S) - h - La pavimentación y conservación de las aceras,(P8*M10S) - i - El asfaltado y conservación de las calzadas,(P8*M10S) - j - La peatonalización de calles,"(P8*M10S) - k - La eliminación de barreras arquitectónicas (rebaje de bordillos, semáforos acústicos, etc.)",(P8*M10S) - l - La movilidad sostenible,(P8*M10S) - v - La mejora de la calidad del aire,(P8*M10S) - m - La conservación y rehabilitación de los edificios,(P8*M10S) - n - La protección de monumentos y del patrimonio histórico-artístico,(P8*M10S) - o - La información y promoción turística,"(P8*M10S) - p - La organización de fiestas y eventos populares (cabalgata, fiestas de san isidro, fiestas de los distritos...)","(P8*M10S) - q - El control de la salud pública (plagas, alimentos, aguas...)",(P8*M10S) - r - Las ayudas e incentivos a pymes y autónomos,(P8*M10S) - t - La promoción pública de viviendas,(P8*M10S) - w - La actuación frente a la ocupación ilegal,"(P8*M10S) - u - Los beneficios fiscales promovidos por el ayuntamiento (bajada de impuestos, bonificaciones...)",(P8*M10S) - x - El plan de fomento de la natalidad y la conciliación (el cheque bebé),(P9*M10S) - a - La atención a la ciudadanía,(P9*M10S) - c - El servicio de autobuses de la Emt,(P9*M10S) - d - Los taxis,(P9*M10S) - e - El ser (servicio de estacionamiento regulado),(P9*M10S) - f - Los agentes de movilidad,(P9*M10S) - g - La policía municipal,(P9*M10S) - h - Los bomberos,(P9*M10S) - i - Samur – protección civil,(P9*M10S) - j - La beca infantil para la escolarización 0-3 años,"(P9*M10S) - k - Los servicios sociales municipales (mayores, personas con discapacidad, inmigrantes, familias, …)",(P9*M10S) - l - Las vías ciclistas,(P9*M10S) - m - Los aparcamientos municipales,(P9*M10S) - n - Los puntos limpios de recogida y reciclaje de residuos,(P9*M10S) - o - Los espacios verdes (parques y jardines),(P9*M10S) - p - Los parques infantiles,(P9*M10S) - q - Los mercados municipales,(P9*M10S) - r - Las instalaciones deportivas municipales,(P9*M10S) - s - Los centros culturales municipales,(P9*M10S) - t - Las bibliotecas municipales,"(P9*M10S) - u - Los teatros municipales (Español, Matadero, Fernán Gómez…)",(P9*M10S) - v - El Samur social,(P9*M10S) - w - Bicimad,(P11*M10S) - b - Durante el día,(P11*M10S) - c - Durante la noche,(P13*M10S) - b - Durante el día,(P13*M10S) - c - Durante la noche,(P20*M2AS) - b - Segundo,Ponderacion
09-oct-25,1454300,8,1,5,3,10,99,9,10,10,99,10,7,9,7,7,7,9,6,8,9,9,3,6,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,5.0,6.0,6.0,7.0,9.0,9.0,7.0,6.0,2.0,8.0,7.0,7.0,8.0,7.0,7.0,9.0,8.0,9.0,8.0,2.0,8.0,8.0,10.0,10.0,6.0,"1,736503"
09-oct-25,1454301,9,2,3,2,4,5,4,5,3,3,3,1,7,3,99,99,6,2,3,2,6,0,3,7,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,1.0,4.0,4.0,5.0,99.0,99.0,2.0,99.0,1.0,1.0,3.0,4.0,5.0,99.0,3.0,4.0,4.0,99.0,99.0,7.0,4.0,7.0,4.0,11.0,"0,534908"
09-oct-25,1454302,20,2,3,2,8,8,6,7,4,4,3,4,8,5,6,3,8,3,7,2,2,2,6,7,7,7,19.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,7.0,4.0,8.0,2.0,3.0,0.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,4.0,6.0,8.0,7.0,8.0,3.0,2.0,1.0,4.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,882946"
09-oct-25,1454303,1,2,2,4,9,9,9,9,6,7,7,6,7,5,6,5,9,0,5,5,2,2,7,10,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,7.0,3.0,6.0,8.0,8.0,7.0,5.0,6.0,7.0,7.0,4.0,8.0,7.0,3.0,7.0,5.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,4.0,"0,9332"
09-oct-25,1454304,15,2,3,4,9,10,9,9,8,8,8,7,9,9,9,9,9,8,5,9,9,8,9,9,6,8,10.0,8.0,8.0,8.0,8.0,9.0,99.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,6.0,6.0,7.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,846588"
09-oct-25,1454305,20,1,5,5,7,7,6,6,7,7,7,5,7,5,3,3,10,2,2,7,8,2,3,7,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,5.0,8.0,8.0,10.0,99.0,99.0,99.0,3.0,5.0,7.0,8.0,2.0,6.0,6.0,8.0,99.0,99.0,99.0,99.0,5.0,3.0,4.0,2.0,99.0,"0,706033"
09-oct-25,1454306,20,1,5,1,9,9,7,7,8,8,8,5,7,5,99,3,8,7,6,5,7,4,4,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,8.0,4.0,7.0,6.0,8.0,7.0,4.0,6.0,4.0,4.0,6.0,3.0,2.0,2.0,3.0,8.0,7.0,5.0,6.0,99.0,7.0,4.0,7.0,7.0,12.0,"0,706033"
09-oct-25,1454307,13,2,4,3,7,7,4,4,3,3,3,2,8,1,5,0,7,0,1,0,0,0,8,8,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,7.0,5.0,6.0,4.0,8.0,7.0,3.0,2.0,4.0,3.0,6.0,5.0,1.0,6.0,7.0,5.0,6.0,7.0,7.0,2.0,5.0,2.0,8.0,4.0,1.0,"1,615297"
09-oct-25,1454308,1,2,4,4,10,99,7,10,6,6,6,0,2,0,0,0,0,0,10,0,6,0,8,5,6,7,10.0,0.0,5.0,10.0,10.0,10.0,7.0,10.0,10.0,5.0,0.0,0.0,8.0,5.0,8.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,8.0,0.0,5.0,7.0,8.0,0.0,7.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,993599"
09-oct-25,1454309,19,1,5,3,9,9,8,9,6,8,8,8,8,6,6,8,99,8,6,7,6,5,8,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,7.0,4.0,6.0,5.0,8.0,7.0,99.0,8.0,5.0,99.0,6.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,99.0,7.0,7.0,99.0,8.0,8.0,97.0,"0,379119"
09-oct-25,1454310,16,2,3,4,8,9,8,8,8,8,8,7,8,6,6,9,9,6,8,7,6,3,8,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,8.0,3.0,8.0,9.0,9.0,9.0,99.0,99.0,4.0,99.0,8.0,9.0,6.0,99.0,8.0,7.0,8.0,99.0,9.0,7.0,8.0,4.0,9.0,6.0,13.0,"0,962953"
09-oct-25,1454311,21,2,5,4,7,7,8,8,2,6,6,4,5,2,99,99,6,2,4,2,5,99,4,5,8,6,4.0,8.0,8.0,0.0,0.0,0.0,5.0,5.0,2.0,7.0,4.0,0.0,0.0,2.0,3.0,5.0,0.0,3.0,6.0,3.0,4.0,0.0,4.0,6.0,5.0,7.0,5.0,99.0,2.0,0.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,252885"
09-oct-25,1454312,5,2,3,4,8,9,7,7,5,6,6,4,5,4,5,2,5,3,5,7,4,2,4,4,6,7,18.0,5.0,10.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,1.0,5.0,5.0,2.0,4.0,1.0,2.0,7.0,5.0,6.0,6.0,6.0,2.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,912254"
09-oct-25,1454313,4,1,5,4,7,7,7,7,6,6,5,7,9,6,4,3,10,7,8,10,7,1,8,9,8,9,4.0,2.0,2.0,7.0,7.0,8.0,7.0,6.0,10.0,8.0,99.0,2.0,1.0,8.0,8.0,5.0,7.0,8.0,3.0,8.0,3.0,2.0,8.0,8.0,9.0,5.0,9.0,7.0,2.0,2.0,9.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,775247"
09-oct-25,1454314,20,2,3,1,6,7,7,6,7,6,6,6,7,6,6,5,8,5,6,7,6,5,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,5.0,7.0,5.0,6.0,5.0,7.0,8.0,7.0,7.0,6.0,6.0,4.0,7.0,7.0,8.0,5.0,7.0,5.0,9.0,"0,882946"
09-oct-25,1454315,2,2,2,2,10,10,8,8,9,9,9,10,10,10,8,8,10,5,10,10,10,5,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,"0,882988"
09-oct-25,1454316,20,2,5,1,7,7,5,5,7,5,5,6,8,7,99,4,8,3,99,5,99,4,3,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,99.0,6.0,99.0,7.0,99.0,99.0,99.0,99.0,7.0,99.0,9.0,8.0,7.0,5.0,6.0,6.0,99.0,99.0,9.0,99.0,9.0,7.0,9.0,7.0,5.0,"1,109368"
09-oct-25,1454317,15,2,4,5,8,9,8,8,3,6,7,3,1,3,7,5,7,3,2,2,3,1,5,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,8.0,3.0,7.0,7.0,9.0,7.0,7.0,4.0,7.0,5.0,7.0,6.0,7.0,7.0,5.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,9.0,8.0,7.0,"1,224393"
09-oct-25,1454318,13,1,2,1,6,6,6,5,6,5,4,6,6,8,8,5,8,4,8,4,7,2,7,9,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,7.0,7.0,2.0,5.0,6.0,99.0,99.0,99.0,99.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0,6.0,"1,877544"
09-oct-25,1454319,11,2,2,4,5,5,3,3,3,2,2,2,4,2,5,3,4,2,2,2,3,3,6,6,8,7,19.0,8.0,8.0,5.0,3.0,2.0,5.0,3.0,6.0,2.0,2.0,3.0,4.0,2.0,7.0,8.0,4.0,6.0,5.0,5.0,2.0,3.0,6.0,4.0,6.0,4.0,5.0,99.0,3.0,10.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,389945"
09-oct-25,1454320,3,2,3,3,10,99,10,10,8,8,8,8,9,9,5,7,7,3,8,5,7,3,7,8,10,9,8.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,7.0,8.0,7.0,6.0,2.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,481749"
09-oct-25,1454321,4,1,5,3,7,7,7,7,4,4,4,4,8,2,3,99,6,5,99,5,4,4,99,7,7,7,3.0,5.0,7.0,5.0,6.0,4.0,6.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,6.0,5.0,5.0,5.0,0.0,2.0,1.0,0.0,3.0,2.0,4.0,4.0,6.0,5.0,0.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,775247"
09-oct-25,1454322,4,1,3,1,10,99,9,10,5,6,7,7,9,8,5,5,10,1,9,8,9,2,7,10,8,9,13.0,5.0,8.0,9.0,10.0,9.0,10.0,9.0,9.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,6.0,7.0,6.0,5.0,2.0,4.0,3.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,735759"
09-oct-25,1454323,7,1,1,1,6,6,7,7,4,7,7,6,2,3,6,99,4,0,7,2,99,0,9,8,7,9,36.0,6.0,7.0,9.0,7.0,5.0,8.0,5.0,6.0,8.0,9.0,4.0,7.0,5.0,9.0,4.0,6.0,8.0,5.0,4.0,6.0,4.0,6.0,7.0,7.0,3.0,7.0,99.0,4.0,0.0,1.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,80614"
09-oct-25,1454324,10,1,4,4,10,9,10,9,10,10,8,7,7,8,10,7,10,5,10,8,10,6,10,10,10,8,2.0,0.0,4.0,10.0,10.0,9.0,8.0,8.0,10.0,6.0,5.0,6.0,6.0,3.0,9.0,6.0,4.0,4.0,6.0,9.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,3.0,0.0,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,272922"
09-oct-25,1454325,8,2,2,4,8,8,10,10,10,10,10,8,9,9,7,5,10,3,8,10,6,1,9,10,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,6.0,8.0,8.0,5.0,10.0,9.0,7.0,8.0,8.0,9.0,10.0,8.0,9.0,10.0,9.0,8.0,9.0,10.0,10.0,99.0,10.0,9.0,10.0,9.0,3.0,"1,479807"
09-oct-25,1454326,5,1,5,1,10,9,10,10,10,10,10,5,2,2,2,99,8,4,99,8,4,1,4,6,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,6.0,99.0,5.0,4.0,7.0,10.0,99.0,99.0,0.0,1.0,2.0,9.0,4.0,0.0,99.0,5.0,3.0,9.0,99.0,3.0,10.0,10.0,9.0,9.0,8.0,"0,614136"
09-oct-25,1454327,9,2,4,2,10,99,9,9,10,10,10,8,4,8,99,99,9,7,99,8,8,99,8,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,5.0,5.0,7.0,8.0,99.0,9.0,99.0,6.0,9.0,5.0,9.0,7.0,7.0,6.0,99.0,7.0,7.0,8.0,9.0,99.0,9.0,7.0,10.0,9.0,9.0,"0,622996"
09-oct-25,1454328,9,2,2,3,10,10,10,10,6,7,7,9,3,8,4,2,9,3,6,5,8,2,8,10,10,6,16.0,0.0,5.0,9.0,7.0,10.0,10.0,6.0,7.0,6.0,4.0,7.0,5.0,6.0,10.0,3.0,7.0,4.0,8.0,7.0,8.0,7.0,9.0,9.0,4.0,10.0,8.0,2.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,788612"
09-oct-25,1454329,5,1,5,1,8,8,9,9,8,8,8,7,9,9,10,8,10,10,8,9,9,9,7,7,9,7,5.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,9.0,6.0,9.0,6.0,6.0,7.0,5.0,5.0,4.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,614136"
09-oct-25,1454330,14,1,5,1,9,9,8,8,9,9,9,6,6,8,7,99,8,4,8,8,8,3,8,8,8,8,97.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,99.0,6.0,99.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,507659"
09-oct-25,1454331,10,1,2,2,6,5,6,5,9,6,5,7,6,3,7,2,8,1,7,5,4,4,8,8,7,8,5.0,1.0,5.0,8.0,9.0,8.0,5.0,6.0,7.0,8.0,5.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,7.0,9.0,8.0,10.0,8.0,6.0,5.0,1.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,39142"
09-oct-25,1454332,2,1,4,5,10,99,10,10,10,99,10,7,10,9,5,3,5,5,7,10,8,4,10,10,10,7,5.0,6.0,6.0,8.0,10.0,8.0,10.0,10.0,10.0,10.0,8.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,8.0,10.0,10.0,10.0,7.0,8.0,8.0,1.0,10.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,009592"
09-oct-25,1454333,15,1,4,4,6,4,0,1,4,3,2,5,4,5,0,5,6,2,0,0,5,1,6,6,5,5,11.0,5.0,10.0,6.0,7.0,8.0,10.0,10.0,6.0,8.0,8.0,9.0,6.0,10.0,5.0,7.0,8.0,7.0,5.0,5.0,7.0,7.0,2.0,8.0,5.0,5.0,5.0,0.0,2.0,0.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,549935"
09-oct-25,1454334,11,2,3,4,8,9,7,7,7,7,7,2,10,6,8,5,5,5,5,4,8,5,10,10,8,4,6.0,7.0,5.0,3.0,7.0,5.0,7.0,8.0,6.0,6.0,4.0,4.0,4.0,0.0,6.0,6.0,4.0,4.0,4.0,3.0,6.0,6.0,0.0,0.0,5.0,6.0,2.0,5.0,5.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,062031"
09-oct-25,1454335,20,1,5,1,1,6,5,5,1,1,1,0,2,0,8,0,5,4,0,0,0,0,5,5,7,0,27.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,5.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,706033"
09-oct-25,1454336,2,2,3,2,7,8,7,7,6,6,6,7,8,6,4,3,8,5,6,5,7,2,8,9,5,7,16.0,2.0,7.0,6.0,6.0,7.0,8.0,8.0,7.0,8.0,6.0,6.0,7.0,8.0,8.0,7.0,6.0,6.0,7.0,7.0,3.0,7.0,8.0,8.0,7.0,7.0,8.0,4.0,3.0,4.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,663513"
09-oct-25,1454337,3,2,5,5,9,9,9,9,9,9,9,6,10,6,99,99,10,7,6,9,9,7,6,10,9,7,2.0,0.0,5.0,5.0,8.0,5.0,8.0,6.0,99.0,10.0,6.0,99.0,6.0,7.0,9.0,9.0,5.0,6.0,7.0,7.0,9.0,9.0,8.0,9.0,8.0,9.0,99.0,99.0,1.0,8.0,6.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,72949"
09-oct-25,1454338,13,1,2,1,3,3,3,3,3,2,2,2,5,1,8,6,6,4,4,2,6,5,8,9,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,5.0,7.0,7.0,8.0,8.0,5.0,99.0,2.0,3.0,8.0,7.0,5.0,6.0,6.0,6.0,7.0,7.0,99.0,4.0,10.0,9.0,10.0,7.0,2.0,"1,877544"
09-oct-25,1454339,19,1,3,3,6,7,6,6,7,6,6,5,5,4,3,6,7,3,6,5,4,2,6,6,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,5.0,3.0,6.0,4.0,99.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,7.0,6.0,7.0,7.0,8.0,4.0,5.0,3.0,6.0,3.0,8.0,"0,538459"
09-oct-25,1454340,8,1,4,4,10,99,8,8,9,9,9,10,10,7,6,6,10,7,7,10,9,2,9,8,9,10,10.0,7.0,5.0,9.0,9.0,9.0,5.0,6.0,7.0,9.0,7.0,5.0,7.0,9.0,9.0,9.0,8.0,9.0,7.0,7.0,99.0,7.0,5.0,8.0,10.0,9.0,7.0,7.0,6.0,6.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,176378"
09-oct-25,1454341,10,2,2,2,7,8,8,8,6,7,7,7,8,7,99,99,9,4,8,6,6,5,8,9,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,6.0,99.0,7.0,99.0,8.0,99.0,99.0,2.0,4.0,99.0,99.0,6.0,8.0,8.0,5.0,5.0,6.0,7.0,7.0,99.0,99.0,8.0,7.0,8.0,8.0,8.0,"1,370589"
09-oct-25,1454342,2,1,4,4,8,8,8,8,8,9,9,6,7,6,7,99,8,5,7,8,8,6,9,9,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,99.0,99.0,6.0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,99.0,7.0,7.0,99.0,10.0,9.0,10.0,9.0,2.0,"1,009592"
09-oct-25,1454343,18,2,4,4,5,5,6,5,7,6,5,0,8,4,0,0,8,0,0,0,8,0,6,8,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,5.0,5.0,6.0,7.0,9.0,5.0,6.0,4.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,8.0,6.0,9.0,8.0,9.0,8.0,5.0,"0,659162"
09-oct-25,1454344,11,2,5,2,9,9,8,8,8,9,9,10,9,7,7,6,10,8,9,8,10,6,10,7,10,10,97.0,99.0,8.0,9.0,10.0,99.0,9.0,8.0,8.0,9.0,8.0,7.0,10.0,10.0,10.0,9.0,9.0,8.0,9.0,10.0,10.0,8.0,9.0,9.0,10.0,10.0,99.0,99.0,8.0,6.0,8.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,942125"
09-oct-25,1454345,17,2,1,5,5,5,5,5,8,6,6,6,9,8,8,9,9,4,6,8,7,4,6,6,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,7.0,8.0,6.0,8.0,10.0,10.0,10.0,8.0,10.0,3.0,10.0,5.0,4.0,5.0,6.0,10.0,9.0,10.0,7.0,10.0,8.0,8.0,6.0,5.0,4.0,5.0,"1,102641"
09-oct-25,1454346,13,2,4,1,0,0,0,0,2,2,2,0,5,0,3,0,0,0,0,3,99,0,6,5,0,5,22.0,3.0,99.0,2.0,5.0,4.0,2.0,99.0,5.0,0.0,5.0,1.0,2.0,0.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,3.0,99.0,0.0,0.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,615297"
09-oct-25,1454347,19,2,2,4,2,1,6,3,8,7,3,6,7,7,5,4,7,5,4,2,4,3,8,7,4,6,7.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,2.0,0.0,4.0,5.0,4.0,6.0,6.0,5.0,4.0,7.0,4.0,5.0,5.0,6.0,7.0,6.0,7.0,5.0,4.0,5.0,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,493652"
09-oct-25,1454348,10,1,3,4,6,8,5,6,4,5,5,3,6,3,5,6,5,0,5,3,3,4,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,5.0,0.0,2.0,5.0,7.0,8.0,6.0,99.0,5.0,2.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,2.0,7.0,6.0,9.0,7.0,6.0,"1,348661"
09-oct-25,1454349,6,2,2,1,6,6,5,5,4,4,4,2,9,3,5,2,9,2,8,5,7,0,10,10,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,10.0,7.0,9.0,9.0,9.0,9.0,8.0,5.0,6.0,0.0,5.0,5.0,7.0,7.0,8.0,8.0,4.0,9.0,7.0,9.0,5.0,4.0,8.0,5.0,6.0,"1,011636"
09-oct-25,1454350,11,2,5,1,10,10,8,8,8,8,8,7,9,6,99,99,6,5,8,9,8,2,6,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,8.0,99.0,99.0,7.0,8.0,9.0,99.0,6.0,99.0,4.0,9.0,9.0,7.0,6.0,6.0,99.0,99.0,99.0,6.0,99.0,7.0,7.0,7.0,5.0,2.0,"1,942125"
09-oct-25,1454351,8,1,5,3,8,9,8,9,7,7,8,6,9,6,7,6,8,5,8,7,8,3,7,9,8,7,5.0,7.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,6.0,4.0,3.0,4.0,6.0,2.0,3.0,4.0,5.0,6.0,5.0,6.0,7.0,99.0,4.0,6.0,6.0,3.0,4.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,736503"
09-oct-25,1454352,3,2,1,2,6,6,6,6,6,6,6,3,7,5,6,0,5,0,5,3,7,0,9,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,7.0,0.0,3.0,5.0,8.0,5.0,6.0,6.0,3.0,3.0,6.0,7.0,5.0,5.0,3.0,7.0,5.0,5.0,5.0,8.0,8.0,3.0,8.0,7.0,12.0,"0,94326"
09-oct-25,1454353,13,2,5,2,5,5,5,5,5,5,5,0,7,5,2,6,6,7,5,3,6,1,3,6,8,7,20.0,8.0,7.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,4.0,0.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,482684"
